PATCH [C(00040)]`SHORT_TEXT [C(00120)]`STATUS [C(00002)]`IMPLE_DATE [D(00016)]`L_IMPL_REL [C(00008)]`DELIV_DATE [D(00016)]`IMPLE_TIME [T(00012)]`COMP_REL [C(00020)]`COMPONENT [C(00060)]
SAPK-801BHINFICAX`  FI-CAX 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  FI-CAX
SAPK-801BHININSURANC`  INSURANCE 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  INSURANCE
SAPK-801BHINISH`  IS-H 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  IS-H
SAPK-801BHINISM`  IS-M 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  IS-M
SAPK-801BHINISOIL`  IS-OIL 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  IS-OIL
SAPK-801BHINISPRA`  IS-PRA 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  IS-PRA
SAPK-801BHINISPSCA`  IS-PS-CA 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  IS-PS-CA
SAPK-801BHINISUT`  IS-UT 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  IS-UT
SAPK-801BHINLSOFE`  LSOFE 801 Update: Meta-Commandfile`  I`  20160508`  751`  20160508`  130000`  801`  LSOFE
SAPK-801BHINMDGAPPL`  MDG_APPL 801 Update: Meta-Commandfile`  I`  20160509`  751`  20160509`  130000`  801`  MDG_APPL
SAPK-801BHINMDGFND`  MDG_FND 801 Update: Meta-Commandfile`  I`  20160509`  751`  20160509`  130000`  801`  MDG_FND
SAPK-801BHINMDGUX`  MDG_UX 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  MDG_UX
SAPK-20002INUIX01CA1`  UIX01CA1 200: SP 0002`  I`  20170915`  752`  20160412`  151120`  200`  UIX01CA1
SAPKA70001`  ABA Support Package 01 for 7.00`  I`  20050519`  700`  20050513`  134608`  700`  SAP_ABA
SAPKA70002`  ABA Support Package 02 for 7.00`  I`  20050615`  700`  20050610`  155745`  700`  SAP_ABA
SAPKA70003`  ABA Support Package 03 for 7.00`  I`  20050707`  700`  20050707`  155745`  700`  SAP_ABA
SAPKA70004`  ABA Support Package 04 for 7.00`  I`  20060208`  700`  200`  100600`  700`  SAP_ABA
SAPKA70005`  ABA Support Package 05 for 7.00`  I`  20060208`  700`  200`  100601`  700`  SAP_ABA
SAPKA70006`  ABA Support Package 06 for 7.00`  I`  20060208`  700`  20051214`  100602`  700`  SAP_ABA
SAPKA70007`  ABA Support Package 07 for 7.00`  I`  20060703`  700`  200`  112556`  700`  SAP_ABA
SAPKA70008`  ABA Support Package 08 for 7.00`  I`  20060703`  700`  200`  112557`  700`  SAP_ABA
SAPKA70009`  ABA Support Package 09 for 7.00`  I`  20060912`  700`  20060822`  122351`  700`  SAP_ABA
SAPKA70010`  ABA Support Package 10 for 7.00`  I`  20070910`  700`  200`  152108`  700`  SAP_ABA
SAPKA70011`  ABA Support Package 11 for 7.00`  I`  20070911`  700`  20070111`  120257`  700`  SAP_ABA
SAPKA70012`  ABA Support Package 12 for 7.00`  I`  20070911`  700`  200`  141038`  700`  SAP_ABA
SAPKA70013`  ABA Support Package 13 for 7.00`  I`  20070911`  700`  20070815`  163343`  700`  SAP_ABA
SAPKA70014`  ABA Support Package 14 for 7.00`  I`  20071218`  700`  200`  081408`  700`  SAP_ABA
SAPKA70101`  ABA Support Package 01 for 7.01`  I`  20080718`  701`  20080715`  155929`  701`  SAP_ABA
SAPKA70102`  ABA Support Package 02 for 7.01`  I`  20081217`  701`  200`  075905`  701`  SAP_ABA
SAPKA70103`  ABA Support Package 03 for 7.01`  I`  20081217`  701`  20081201`  075907`  701`  SAP_ABA
SAPKA70201`  ABA Support Package 01 for 7.02`  I`  20090715`  702`  20090630`  113429`  702`  SAP_ABA
SAPKA70202`  ABA Support Package 02 for 7.02`  I`  20100113`  702`  20091216`  121309`  702`  SAP_ABA
SAPKA70203`  ABA Support Package 03 for 7.02`  I`  20100302`  702`  20100219`  104951`  702`  SAP_ABA
SAPKA70204`  ABA Support Package 04 for 7.02`  I`  20110810`  702`  201`  150139`  702`  SAP_ABA
SAPKA70205`  ABA Support Package 05 for 7.02`  I`  20110810`  702`  201`  150147`  702`  SAP_ABA
SAPKA70206`  ABA Support Package 06 for 7.02`  I`  20110810`  702`  201`  150158`  702`  SAP_ABA
SAPKA70207`  ABA Support Package 07 for 7.02`  I`  20110810`  702`  201`  150206`  702`  SAP_ABA
SAPKA70208`  ABA Support Package 08 for 7.02`  I`  20110909`  731`  20110512`  113033`  702`  SAP_ABA
SAPKA73101`  SAP_ABA 731: SP 0001`  I`  20130528`  731`  201`  083750`  731`  SAP_ABA
SAPKA73102`  SAP_ABA 731: SP 0002`  I`  20130528`  731`  201`  102916`  731`  SAP_ABA
SAPKA73103`  SAP_ABA 731: SP 0003`  I`  20130528`  731`  201`  102919`  731`  SAP_ABA
SAPKA73104`  SAP_ABA 731: SP 0004`  I`  20130528`  731`  201`  110113`  731`  SAP_ABA
SAPKA74001`  SAP_ABA 740: SP 0001`  I`  20130531`  740`  20121205`  135713`  740`  SAP_ABA
SAPKA74002`  SAP_ABA 740: SP 0002`  I`  20130531`  740`  20130301`  135832`  740`  SAP_ABA
SAPKA74003`  SAP_ABA 740: SP 0003`  I`  20131128`  740`  20130618`  084424`  740`  SAP_ABA
SAPKA74004`  SAP_ABA 740: SP 0004`  I`  20131128`  740`  20130816`  084429`  740`  SAP_ABA
SAPKA74005`  SAP_ABA 740: SP 0005`  I`  20140121`  740`  20131031`  164028`  740`  SAP_ABA
SAPKA74006`  SAP_ABA 740: SP 0006`  I`  20140805`  740`  201`  094226`  740`  SAP_ABA
SAPKA74007`  SAP_ABA 740: SP 0007`  I`  20140805`  740`  201`  094254`  740`  SAP_ABA
SAPKA74008`  SAP_ABA 740: SP 0008`  I`  20141010`  740`  20140715`  194558`  740`  SAP_ABA
SAPKA74009`  SAP_ABA 740: SP 0009`  I`  20150226`  740`  20141015`  113328`  740`  SAP_ABA
SAPKA74010`  SAP_ABA 740: SP 0010`  I`  20150528`  740`  201`  121505`  740`  SAP_ABA
SAPKB70001`  Basis Support Package 01 for 7.00`  I`  20050519`  700`  20050513`  114046`  700`  SAP_BASIS
SAPKB70002`  Basis Support Package 02 for 7.00`  I`  20050615`  700`  20050612`  154804`  700`  SAP_BASIS
SAPKB70003`  Basis Support Package 03 for 7.00`  I`  20050707`  700`  20050707`  154804`  700`  SAP_BASIS
SAPKB70004`  Basis Support Package 04 for 7.00`  I`  20060208`  700`  200`  092558`  700`  SAP_BASIS
SAPKB70005`  Basis Support Package 05 for 7.00`  I`  20060208`  700`  200`  092559`  700`  SAP_BASIS
SAPKB70006`  Basis Support Package 06 for 7.00`  I`  20060208`  700`  20051223`  092600`  700`  SAP_BASIS
SAPKB70007`  Basis Support Package 07 for 7.00`  I`  20060703`  700`  200`  110823`  700`  SAP_BASIS
SAPKB70008`  Basis Support Package 08 for 7.00`  I`  20060703`  700`  200`  110824`  700`  SAP_BASIS
SAPKB70009`  Basis Support Package 09 for 7.00`  I`  20060912`  700`  20060906`  115357`  700`  SAP_BASIS
SAPKB70010`  Basis Support Package 10 for 7.00`  I`  20070910`  700`  200`  151351`  700`  SAP_BASIS
SAPKB70011`  Basis Support Package 11 for 7.00`  I`  20070911`  700`  20070124`  113159`  700`  SAP_BASIS
SAPKB70012`  Basis Support Package 12 for 7.00`  I`  20070911`  700`  20070508`  135146`  700`  SAP_BASIS
SAPKB70013`  Basis Support Package 13 for 7.00`  I`  20070911`  700`  20070904`  155819`  700`  SAP_BASIS
SAPKB70014`  Basis Support Package 14 for 7.00`  I`  20071217`  700`  200`  161744`  700`  SAP_BASIS
SAPKB70101`  Basis Support Package 01 for 7.01`  I`  20080718`  701`  20080715`  155928`  701`  SAP_BASIS
SAPKB70102`  Basis Support Package 02 for 7.01`  I`  20081217`  701`  200`  075904`  701`  SAP_BASIS
SAPKB70103`  Basis Support Package 03 for 7.01`  I`  20081217`  701`  20081201`  075906`  701`  SAP_BASIS
SAPKB70201`  Basis Support Package 01 for 7.02`  I`  20090715`  702`  20090630`  113428`  702`  SAP_BASIS
SAPKB70202`  Basis Support Package 02 for 7.02`  I`  20100113`  702`  20091216`  121308`  702`  SAP_BASIS
SAPKB70203`  Basis Support Package 03 for 7.02`  I`  20100416`  702`  20100415`  140958`  702`  SAP_BASIS
SAPKB70204`  Basis Support Package 04 for 7.02`  I`  20110810`  702`  201`  150138`  702`  SAP_BASIS
SAPKB70205`  Basis Support Package 05 for 7.02`  I`  20110810`  702`  201`  150146`  702`  SAP_BASIS
SAPKB70206`  Basis Support Package 06 for 7.02`  I`  20110810`  702`  201`  150157`  702`  SAP_BASIS
SAPKB70207`  Basis Support Package 07 for 7.02`  I`  20110810`  702`  201`  150205`  702`  SAP_BASIS
SAPKB70208`  Basis Support Package 08 for 7.02`  I`  20110909`  731`  20110610`  113032`  702`  SAP_BASIS
SAPKB73101`  SAP_BASIS 731: SP 0001`  I`  20130528`  731`  201`  083749`  731`  SAP_BASIS
SAPKB73102`  SAP_BASIS 731: SP 0002`  I`  20130528`  731`  201`  102915`  731`  SAP_BASIS
SAPKB73103`  SAP_BASIS 731: SP 0003`  I`  20130528`  731`  201`  102918`  731`  SAP_BASIS
SAPKB73104`  SAP_BASIS 731: SP 0004`  I`  20130528`  731`  201`  110112`  731`  SAP_BASIS
SAPKB74001`  SAP_BASIS 740: SP 0001`  I`  20130531`  740`  20130115`  135712`  740`  SAP_BASIS
SAPKB74002`  SAP_BASIS 740: SP 0002`  I`  20130531`  740`  20130305`  135831`  740`  SAP_BASIS
SAPKB74003`  SAP_BASIS 740: SP 0003`  I`  20131128`  740`  20130624`  084423`  740`  SAP_BASIS
SAPKB74004`  SAP_BASIS 740: SP 0004`  I`  20131128`  740`  20130912`  084428`  740`  SAP_BASIS
SAPKB74005`  SAP_BASIS 740: SP 0005`  I`  20140121`  740`  20131126`  164027`  740`  SAP_BASIS
SAPKB74006`  SAP_BASIS 740: SP 0006`  I`  20140805`  740`  20140121`  094225`  740`  SAP_BASIS
SAPKB74007`  SAP_BASIS 740: SP 0007`  I`  20140805`  740`  201`  094253`  740`  SAP_BASIS
SAPKB74008`  SAP_BASIS 740: SP 0008`  I`  20141010`  740`  20140905`  194557`  740`  SAP_BASIS
SAPKB74009`  SAP_BASIS 740: SP 0009`  I`  20150226`  740`  20141117`  113327`  740`  SAP_BASIS
SAPKB74010`  SAP_BASIS 740: SP 0010`  I`  20150528`  740`  201`  121504`  740`  SAP_BASIS
SAPK-20003INUIX01CA1`  UIX01CA1 200: Support Package 0003`  I`  20170915`  752`  20160720`  151121`  200`  UIX01CA1
SAPKE60001`  SP 01 for SAP_HR 600`  I`  20051024`  700`  20051024`  000001`  600`  SAP_HR
SAPKE60002`  SP 02 for SAP_HR 6.00`  I`  20060208`  700`  20060119`  181008`  600`  SAP_HR
SAPKE60003`  SP 03 for SAP_HR 6.00`  I`  20060313`  700`  20060125`  140237`  600`  SAP_HR
SAPKE60004`  SP 04 for SAP_HR 6.00`  I`  20060703`  700`  200`  144447`  600`  SAP_HR
SAPKE60005`  SP 05 for SAP_HR 6.00`  I`  20060703`  700`  200`  144448`  600`  SAP_HR
SAPKE60006`  SP 06 for SAP_HR 6.00`  I`  20060912`  700`  20060718`  160131`  600`  SAP_HR
SAPKE60007`  SP 07 for SAP_HR 6.00`  I`  20060912`  700`  20060814`  160132`  600`  SAP_HR
SAPKE60008`  SP 08 for SAP_HR 6.00`  I`  20070912`  700`  20060911`  101354`  600`  SAP_HR
SAPKE60009`  SP 09 for SAP_HR 6.00`  I`  20070912`  700`  20061018`  125701`  600`  SAP_HR
SAPKE60010`  SP 10 for SAP_HR 6.00`  I`  20070912`  700`  20061113`  130419`  600`  SAP_HR
SAPKE60011`  SP 11 for SAP_HR 6.00`  I`  20070912`  700`  20061207`  133152`  600`  SAP_HR
SAPKE60012`  SP 12 for SAP_HR 6.00`  I`  20070912`  700`  20061218`  134125`  600`  SAP_HR
SAPKE60013`  SP 13 for SAP_HR 6.00`  I`  20070912`  700`  20070123`  135217`  600`  SAP_HR
SAPKE60014`  SP 14 for SAP_HR 6.00`  I`  20070912`  700`  20070220`  140357`  600`  SAP_HR
SAPKE60015`  SP 15 for SAP_HR 6.00`  I`  20070912`  700`  20070319`  141208`  600`  SAP_HR
SAPKE60016`  SP 16 for SAP_HR 6.00`  I`  20070912`  700`  20070419`  143638`  600`  SAP_HR
SAPKE60017`  SP 17 for SAP_HR 6.00`  I`  20070912`  700`  20070517`  144743`  600`  SAP_HR
SAPKE60018`  SP 18 for SAP_HR 6.00`  I`  20070912`  700`  20070612`  150143`  600`  SAP_HR
SAPKE60019`  SP 19 for SAP_HR 6.00`  I`  20071120`  700`  20070710`  132010`  600`  SAP_HR
SAPKE60020`  SP 20 for SAP_HR 6.00`  I`  20071120`  700`  20070813`  132012`  600`  SAP_HR
SAPKE60021`  SP 21 for SAP_HR 6.00`  I`  20071120`  700`  20070911`  132014`  600`  SAP_HR
SAPKE60022`  SP 22 for SAP_HR 6.00`  I`  20071120`  700`  20071024`  132016`  600`  SAP_HR
SAPKE60023`  SP 23 for SAP_HR 6.00`  I`  20080505`  700`  20071114`  160228`  600`  SAP_HR
SAPKE60024`  SP 24 for SAP_HR 6.00`  I`  20080505`  700`  20071206`  160230`  600`  SAP_HR
SAPKE60025`  SP 25 for SAP_HR 6.00`  I`  20080505`  700`  20071220`  160232`  600`  SAP_HR
SAPKE60026`  SP 26 for SAP_HR 6.00`  I`  20080505`  700`  20080122`  160234`  600`  SAP_HR
SAPKE60027`  SP 27 for SAP_HR 6.00`  I`  20080505`  700`  20080218`  160236`  600`  SAP_HR
SAPKE60028`  SP 28 for SAP_HR 6.00`  I`  20080626`  701`  20080317`  104600`  600`  SAP_HR
SAPKE60029`  SP 29 for SAP_HR 6.00`  I`  20080626`  701`  20080415`  104601`  600`  SAP_HR
SAPKE60030`  SP 30 for SAP_HR 6.00`  I`  20081217`  701`  20080515`  111523`  600`  SAP_HR
SAPKE60031`  SP 31 for SAP_HR 6.00`  I`  20081217`  701`  200`  111524`  600`  SAP_HR
SAPKE60032`  SP 32 for SAP_HR 6.00`  I`  20081217`  701`  200`  111525`  600`  SAP_HR
SAPKE60033`  SP 33 for SAP_HR 6.00`  I`  20081217`  701`  20080812`  111526`  600`  SAP_HR
SAPKE60034`  SP 34 for SAP_HR 6.00`  I`  20081217`  701`  200`  111527`  600`  SAP_HR
SAPKE60035`  SP 35 for SAP_HR 6.00`  I`  20081217`  701`  200`  111528`  600`  SAP_HR
SAPKE60036`  SP 36 for SAP_HR 6.00`  I`  20081217`  701`  200`  111529`  600`  SAP_HR
SAPKE60037`  SP 37 for SAP_HR 6.00`  I`  20081217`  701`  20081203`  111530`  600`  SAP_HR
SAPKE60038`  SP 38 for SAP_HR 6.00`  I`  20090218`  701`  20081218`  084040`  600`  SAP_HR
SAPKE60039`  SP 39 for SAP_HR 6.00`  I`  20091125`  702`  20090120`  123938`  600`  SAP_HR
SAPKE60040`  SP 40 for SAP_HR 6.00`  I`  20091125`  702`  20090217`  123939`  600`  SAP_HR
SAPKE60041`  SP 41 for SAP_HR 6.00`  I`  20091125`  702`  200`  123940`  600`  SAP_HR
SAPKE60042`  SP 42 for SAP_HR 6.00`  I`  20091125`  702`  200`  123941`  600`  SAP_HR
SAPKE60043`  SP 43 for SAP_HR 6.00`  I`  20091125`  702`  200`  123942`  600`  SAP_HR
SAPKE60044`  SP 44 for SAP_HR 6.00`  I`  20091125`  702`  20090608`  123943`  600`  SAP_HR
SAPKE60045`  SP 45 for SAP_HR 6.00`  I`  20091125`  702`  200`  123944`  600`  SAP_HR
SAPKE60046`  SP 46 for SAP_HR 6.00`  I`  20110809`  702`  20090811`  090341`  600`  SAP_HR
SAPKE60047`  SP 47 for SAP_HR 6.00`  I`  20110809`  702`  200`  090342`  600`  SAP_HR
SAPKE60048`  SP 48 for SAP_HR 6.00`  I`  20110809`  702`  200`  090343`  600`  SAP_HR
SAPKE60049`  SP 49 for SAP_HR 6.00`  I`  20110809`  702`  200`  090344`  600`  SAP_HR
SAPKE60050`  SP 50 for SAP_HR 6.00`  I`  20110809`  702`  20091204`  090345`  600`  SAP_HR
SAPKE60051`  SP 51 for SAP_HR 6.00`  I`  20110809`  702`  20091217`  090346`  600`  SAP_HR
SAPKE60052`  SP 52 for SAP_HR 6.00`  I`  20110809`  702`  20100119`  090347`  600`  SAP_HR
SAPKE60053`  SP 53 for SAP_HR 6.00`  I`  20110809`  702`  20100209`  090348`  600`  SAP_HR
SAPKE60054`  SP 54 for SAP_HR 6.00`  I`  20110809`  702`  201`  090349`  600`  SAP_HR
SAPKE60055`  SP 55 for SAP_HR 6.00`  I`  20110809`  702`  201`  090350`  600`  SAP_HR
SAPKE60056`  SP 56 for SAP_HR 6.00`  I`  20110809`  702`  201`  090351`  600`  SAP_HR
SAPKE60057`  SP 57 for SAP_HR 6.00`  I`  20110809`  702`  201`  090352`  600`  SAP_HR
SAPKE60058`  SP 58 for SAP_HR 6.00`  I`  20110809`  702`  20100705`  090353`  600`  SAP_HR
SAPKE60059`  SP 59 for SAP_HR 6.00`  I`  20110809`  702`  20100811`  090354`  600`  SAP_HR
SAPKE60060`  SP 60 for SAP_HR 6.00`  I`  20110809`  702`  201`  090355`  600`  SAP_HR
SAPKE60061`  SP 61 for SAP_HR 6.00`  I`  20110809`  702`  201`  090356`  600`  SAP_HR
SAPKE60062`  SP 62 for SAP_HR 6.00`  I`  20110809`  702`  201`  090357`  600`  SAP_HR
SAPKE60063`  SP 63 for SAP_HR 6.00`  I`  20110809`  702`  20101207`  090358`  600`  SAP_HR
SAPKE60064`  SP 64 for SAP_HR 6.00`  I`  20110809`  702`  20101216`  090359`  600`  SAP_HR
SAPKE60065`  SP 65 for SAP_HR 6.00`  I`  20130531`  740`  20110117`  135649`  600`  SAP_HR
SAPKE60066`  SP 66 for SAP_HR 6.00`  I`  20130531`  740`  20110207`  135720`  600`  SAP_HR
SAPKE60067`  SP 67 for SAP_HR 6.00`  I`  20130531`  740`  20110307`  135745`  600`  SAP_HR
SAPKE60068`  SP 68 for SAP_HR 6.00`  I`  20130531`  740`  20110405`  135809`  600`  SAP_HR
SAPKE60069`  SP 69 for SAP_HR 6.00`  I`  20130531`  740`  20110509`  135836`  600`  SAP_HR
SAPKE60070`  SP 70 for SAP_HR 6.00`  I`  20130531`  740`  20110606`  135842`  600`  SAP_HR
SAPKE60071`  SP 71 for SAP_HR 6.00`  I`  20130531`  740`  20110704`  135847`  600`  SAP_HR
SAPKE60072`  SP 72 for SAP_HR 6.00`  I`  20130531`  740`  20110808`  135850`  600`  SAP_HR
SAPKE60073`  SP 73 for SAP_HR 6.00`  I`  20130531`  740`  20110909`  135853`  600`  SAP_HR
SAPKE60074`  SP 74 for SAP_HR 6.00`  I`  20130531`  740`  20111011`  135856`  600`  SAP_HR
SAPKE60075`  SP 75 for SAP_HR 6.00`  I`  20130531`  740`  20111108`  135858`  600`  SAP_HR
SAPKE60076`  SP 76 for SAP_HR 6.00`  I`  20130531`  740`  20111207`  135900`  600`  SAP_HR
SAPKE60077`  SP 77 for SAP_HR 6.00`  I`  20130531`  740`  20111215`  135902`  600`  SAP_HR
SAPKE60078`  SP 78 for SAP_HR 6.00`  I`  20130531`  740`  20120117`  135904`  600`  SAP_HR
SAPKE60079`  SP 79 for SAP_HR 6.00`  I`  20130531`  740`  20120207`  135906`  600`  SAP_HR
SAPKE60080`  SP 80 for SAP_HR 6.00`  I`  20130531`  740`  20120313`  135908`  600`  SAP_HR
SAPKE60081`  SP 81 for SAP_HR 6.00`  I`  20130531`  740`  20120402`  135910`  600`  SAP_HR
SAPKE60082`  SP 82 for SAP_HR 6.00`  I`  20130531`  740`  20120509`  135912`  600`  SAP_HR
SAPKE60083`  SP 83 for SAP_HR 6.00`  I`  20130531`  740`  20120605`  135914`  600`  SAP_HR
SAPKE60084`  SP 84 for SAP_HR 6.00`  I`  20130531`  740`  20120703`  135916`  600`  SAP_HR
SAPKE60085`  SP 85 for SAP_HR 6.00`  I`  20130531`  740`  20120806`  135918`  600`  SAP_HR
SAPKE60086`  SP 86 for SAP_HR 6.00`  I`  20130531`  740`  20120903`  135920`  600`  SAP_HR
SAPKE60087`  SP 87 for SAP_HR 6.00`  I`  20130531`  740`  20121008`  135922`  600`  SAP_HR
SAPKE60088`  SAP_HR 600: SP 0088`  I`  20130531`  740`  20121106`  135924`  600`  SAP_HR
SAPKE60089`  SP 89 for SAP_HR 6.00`  I`  20130531`  740`  20121204`  135926`  600`  SAP_HR
SAPKE60090`  SP 90 for SAP_HR 6.00`  I`  20130531`  740`  20121213`  135928`  600`  SAP_HR
SAPKE60091`  SP 91 for SAP_HR 6.00`  I`  20130531`  740`  20130121`  135930`  600`  SAP_HR
SAPKE60092`  SP 92 for SAP_HR 6.00`  I`  20131128`  740`  20130210`  084501`  600`  SAP_HR
SAPKE60093`  SP 93 for SAP_HR 6.00`  I`  20131128`  740`  20130314`  084503`  600`  SAP_HR
SAPKE60094`  SP 94 for SAP_HR 6.00`  I`  20131128`  740`  20130409`  084505`  600`  SAP_HR
SAPKE60095`  SP 95 for SAP_HR 6.00`  I`  20131128`  740`  20130506`  084507`  600`  SAP_HR
SAPKE60096`  SP 96 for SAP_HR 6.00`  I`  20131128`  740`  20130610`  084509`  600`  SAP_HR
SAPKE60097`  SP 97 for SAP_HR 6.00`  I`  20131128`  740`  20130709`  084511`  600`  SAP_HR
SAPKE60098`  SP 98 for SAP_HR 6.00`  I`  20140805`  740`  20130805`  094306`  600`  SAP_HR
SAPKE60099`  SP 99 for SAP_HR 6.00`  I`  20140805`  740`  201`  094308`  600`  SAP_HR
SAPKE600A0`  SP A0 for SAP_HR 6.00`  I`  20140805`  740`  201`  094310`  600`  SAP_HR
SAPKE600A1`  SP A1 for SAP_HR 6.00`  I`  20140805`  740`  201`  094312`  600`  SAP_HR
SAPKE600A2`  SP A2 for SAP_HR 6.00`  I`  20140805`  740`  20131203`  094314`  600`  SAP_HR
SAPKE600A3`  SP A3 for SAP_HR 6.00`  I`  20140805`  740`  20131213`  094316`  600`  SAP_HR
SAPKE600A4`  SP A4 for SAP_HR 6.00`  I`  20140805`  740`  20140121`  094318`  600`  SAP_HR
SAPKE600A5`  SP A5 for SAP_HR 6.00`  I`  20140805`  740`  20140211`  094320`  600`  SAP_HR
SAPKE600A6`  SP A6 for SAP_HR 6.00`  I`  20141010`  740`  20140312`  194553`  600`  SAP_HR
SAPKE600A7`  SP A7 for SAP_HR 6.00`  I`  20141010`  740`  20140408`  194603`  600`  SAP_HR
SAPKE600A8`  SP A8 for SAP_HR 6.00`  I`  20141010`  740`  20140513`  194611`  600`  SAP_HR
SAPKE600A9`  SP A9 for SAP_HR 6.00`  I`  20141010`  740`  20140610`  194631`  600`  SAP_HR
SAPKE60401`  SP 01 for SAP_HR 604`  I`  20150226`  740`  20081121`  113332`  604`  SAP_HR
SAPKE60402`  SP 02 for SAP_HR 604`  I`  20150226`  740`  20081201`  113402`  604`  SAP_HR
SAPKE60403`  SP 03 for SAP_HR 604`  I`  20150226`  740`  20081205`  113432`  604`  SAP_HR
SAPKE60404`  SP 04 for SAP_HR 604`  I`  20150226`  740`  20081218`  113458`  604`  SAP_HR
SAPKE60405`  SP 05 for SAP_HR 604`  I`  20150226`  740`  20090120`  113526`  604`  SAP_HR
SAPKE60406`  SP 06 for SAP_HR 604`  I`  20150226`  740`  20090217`  113553`  604`  SAP_HR
SAPKE60407`  SP 07 for SAP_HR 604`  I`  20150226`  740`  20090317`  113621`  604`  SAP_HR
SAPKE60408`  SP 08 for SAP_HR 604`  I`  20150226`  740`  20090415`  113650`  604`  SAP_HR
SAPKE60409`  SP 09 for SAP_HR 604`  I`  20150226`  740`  20090513`  113717`  604`  SAP_HR
SAPKE60410`  SP 10 for SAP_HR 604`  I`  20150226`  740`  20090608`  113742`  604`  SAP_HR
SAPKE60411`  SP 11 for SAP_HR 604`  I`  20150226`  740`  20090707`  113806`  604`  SAP_HR
SAPKE60412`  SP 12 for SAP_HR 604`  I`  20150226`  740`  20091104`  113825`  604`  SAP_HR
SAPKE60413`  SP 13 for SAP_HR 604`  I`  20150226`  740`  20090907`  113831`  604`  SAP_HR
SAPKE60414`  SP 14 for SAP_HR 604`  I`  20150226`  740`  20091011`  113835`  604`  SAP_HR
SAPKE60415`  SP 15 for SAP_HR 604`  I`  20150226`  740`  20091110`  113838`  604`  SAP_HR
SAPKE60416`  SP 16 for SAP_HR 604`  I`  20150226`  740`  20091228`  113839`  604`  SAP_HR
SAPKE60417`  SP 17 for SAP_HR 604`  I`  20150226`  740`  20091216`  113840`  604`  SAP_HR
SAPKE60418`  SP 18 for SAP_HR 604`  I`  20150226`  740`  20100118`  113841`  604`  SAP_HR
SAPKE60419`  SP 19 for SAP_HR 604`  I`  20150226`  740`  20100208`  113842`  604`  SAP_HR
SAPKE60420`  SP 20 for SAP_HR 604`  I`  20150226`  740`  20100307`  113845`  604`  SAP_HR
SAPKE60421`  SP 21 for SAP_HR 604`  I`  20150226`  740`  20100404`  113847`  604`  SAP_HR
SAPKE60422`  SP 22 for SAP_HR 604`  I`  20150226`  740`  20100510`  113849`  604`  SAP_HR
SAPKE60423`  SP 23 for SAP_HR 604`  I`  20150226`  740`  20100610`  113851`  604`  SAP_HR
SAPKE60424`  SP 24 for SAP_HR 604`  I`  20150226`  740`  20100705`  113853`  604`  SAP_HR
SAPKE60425`  SP 25 for SAP_HR 604`  I`  20150226`  740`  20100811`  113855`  604`  SAP_HR
SAPKE60426`  SP 26 for SAP_HR 604`  I`  20150226`  740`  20100906`  113857`  604`  SAP_HR
SAPKE60427`  SP 27 for SAP_HR 604`  I`  20150226`  740`  20101012`  113859`  604`  SAP_HR
SAPKE60428`  SP 28 for SAP_HR 604`  I`  20150226`  740`  20101109`  113901`  604`  SAP_HR
SAPKE60429`  SP 29 for SAP_HR 604`  I`  20150226`  740`  20101207`  113903`  604`  SAP_HR
SAPKE60430`  SP 30 for SAP_HR 604`  I`  20150226`  740`  20101217`  113905`  604`  SAP_HR
SAPKE60431`  SP 31 for SAP_HR 604`  I`  20150226`  740`  20110118`  113907`  604`  SAP_HR
SAPKE60432`  SP 32 for SAP_HR 604`  I`  20150226`  740`  20110209`  113909`  604`  SAP_HR
SAPKE60433`  SP 33 for SAP_HR 604`  I`  20150226`  740`  20110308`  113911`  604`  SAP_HR
SAPKE60434`  SP 34 for SAP_HR 604`  I`  20150226`  740`  20110405`  113912`  604`  SAP_HR
SAPKE60435`  SP 35 for SAP_HR 604`  I`  20150226`  740`  20110511`  113913`  604`  SAP_HR
SAPKE60436`  SP 36 for SAP_HR 604`  I`  20150226`  740`  20110607`  113914`  604`  SAP_HR
SAPKE60437`  SP 37 for SAP_HR 604`  I`  20150226`  740`  20110706`  113915`  604`  SAP_HR
SAPKE60438`  SP 38 for SAP_HR 604`  I`  20150226`  740`  20110809`  113917`  604`  SAP_HR
SAPKE60439`  SP 39 for SAP_HR 604`  I`  20150226`  740`  20110906`  113918`  604`  SAP_HR
SAPKE60440`  SP 40 for SAP_HR 604`  I`  20150226`  740`  20111011`  113919`  604`  SAP_HR
SAPKE60441`  SP 41 for SAP_HR 604`  I`  20150226`  740`  20111107`  113920`  604`  SAP_HR
SAPKE60442`  SP 42 for SAP_HR 604`  I`  20150226`  740`  20111206`  113921`  604`  SAP_HR
